Código región,Código provincia,Código comuna,Grupos de edad,Población censada,Hombres,Mujeres
3,32.0,3202.0,40 a 44,888.0,424.0,464.0
3,32.0,3202.0,45 a 49,798.0,374.0,424.0
3,32.0,3202.0,50 a 54,757.0,385.0,372.0
3,32.0,3202.0,55 a 59,709.0,361.0,348.0
3,32.0,3202.0,60 a 64,667.0,314.0,353.0
3,32.0,3202.0,65 a 69,414.0,209.0,205.0
3,32.0,3202.0,70 a 74,290.0,146.0,144.0
3,32.0,3202.0,75 a 79,237.0,122.0,115.0
3,32.0,3202.0,80 a 84,136.0,58.0,78.0
3,32.0,3202.0,85 o más,95.0,45.0,50.0
3,33.0,3301.0,0 a 4,2534.0,1340.0,1194.0
3,33.0,3301.0,5 a 9,3758.0,1925.0,1833.0
3,33.0,3301.0,10 a 14,4249.0,2156.0,2093.0
3,33.0,3301.0,15 a 19,3586.0,1906.0,1680.0
3,33.0,3301.0,20 a 24,3077.0,1632.0,1445.0
3,33.0,3301.0,25 a 29,3800.0,1899.0,1901.0
3,33.0,3301.0,30 a 34,4237.0,2069.0,2168.0
3,33.0,3301.0,35 a 39,4037.0,1912.0,2125.0
3,33.0,3301.0,40 a 44,3458.0,1692.0,1766.0
3,33.0,3301.0,45 a 49,3183.0,1538.0,1645.0
3,33.0,3301.0,50 a 54,3390.0,1614.0,1776.0
3,33.0,3301.0,55 a 59,3498.0,1672.0,1826.0
3,33.0,3301.0,60 a 64,3365.0,1590.0,1775.0
3,33.0,3301.0,65 a 69,2657.0,1222.0,1435.0
3,33.0,3301.0,70 a 74,2006.0,927.0,1079.0
3,33.0,3301.0,75 a 79,1381.0,639.0,742.0
3,33.0,3301.0,80 a 84,1099.0,466.0,633.0
3,33.0,3301.0,85 o más,907.0,342.0,565.0
3,33.0,3302.0,0 a 4,172.0,93.0,79.0
3,33.0,3302.0,5 a 9,279.0,141.0,138.0
3,33.0,3302.0,10 a 14,337.0,161.0,176.0
3,33.0,3302.0,15 a 19,281.0,145.0,136.0
3,33.0,3302.0,20 a 24,225.0,109.0,116.0
3,33.0,3302.0,25 a 29,225.0,101.0,124.0
3,33.0,3302.0,30 a 34,307.0,158.0,149.0
3,33.0,3302.0,35 a 39,305.0,143.0,162.0
3,33.0,3302.0,40 a 44,290.0,150.0,140.0
3,33.0,3302.0,45 a 49,307.0,153.0,154.0
3,33.0,3302.0,50 a 54,355.0,188.0,167.0
3,33.0,3302.0,55 a 59,356.0,171.0,185.0
3,33.0,3302.0,60 a 64,325.0,184.0,141.0
3,33.0,3302.0,65 a 69,289.0,162.0,127.0
3,33.0,3302.0,70 a 74,256.0,140.0,116.0
3,33.0,3302.0,75 a 79,195.0,113.0,82.0
3,33.0,3302.0,80 a 84,138.0,70.0,68.0
3,33.0,3302.0,85 o más,146.0,72.0,74.0
3,33.0,3303.0,0 a 4,346.0,170.0,176.0
3,33.0,3303.0,5 a 9,516.0,265.0,251.0
3,33.0,3303.0,10 a 14,627.0,328.0,299.0
3,33.0,3303.0,15 a 19,513.0,257.0,256.0
3,33.0,3303.0,20 a 24,377.0,207.0,170.0
3,33.0,3303.0,25 a 29,478.0,202.0,276.0
3,33.0,3303.0,30 a 34,602.0,291.0,311.0
3,33.0,3303.0,35 a 39,520.0,264.0,256.0
3,33.0,3303.0,40 a 44,442.0,204.0,238.0
3,33.0,3303.0,45 a 49,441.0,215.0,226.0
3,33.0,3303.0,50 a 54,451.0,232.0,219.0
3,33.0,3303.0,55 a 59,559.0,289.0,270.0
3,33.0,3303.0,60 a 64,522.0,258.0,264.0
3,33.0,3303.0,65 a 69,378.0,193.0,185.0
3,33.0,3303.0,70 a 74,296.0,130.0,166.0
3,33.0,3303.0,75 a 79,226.0,114.0,112.0
3,33.0,3303.0,80 a 84,142.0,66.0,76.0
3,33.0,3303.0,85 o más,141.0,58.0,83.0
3,33.0,3304.0,0 a 4,419.0,209.0,210.0
3,33.0,3304.0,5 a 9,595.0,295.0,300.0
3,33.0,3304.0,10 a 14,736.0,365.0,371.0
3,33.0,3304.0,15 a 19,574.0,329.0,245.0
3,33.0,3304.0,20 a 24,531.0,260.0,271.0
3,33.0,3304.0,25 a 29,603.0,303.0,300.0
3,33.0,3304.0,30 a 34,724.0,341.0,383.0
3,33.0,3304.0,35 a 39,664.0,339.0,325.0
3,33.0,3304.0,40 a 44,574.0,269.0,305.0
3,33.0,3304.0,45 a 49,509.0,261.0,248.0
3,33.0,3304.0,50 a 54,502.0,250.0,252.0
3,33.0,3304.0,55 a 59,646.0,303.0,343.0
3,33.0,3304.0,60 a 64,660.0,341.0,319.0
3,33.0,3304.0,65 a 69,582.0,272.0,310.0
3,33.0,3304.0,70 a 74,424.0,198.0,226.0
3,33.0,3304.0,75 a 79,272.0,140.0,132.0
3,33.0,3304.0,80 a 84,199.0,99.0,100.0
3,33.0,3304.0,85 o más,155.0,58.0,97.0
4,41.0,4101.0,0 a 4,11114.0,5611.0,5503.0
4,41.0,4101.0,5 a 9,15714.0,7910.0,7804.0
4,41.0,4101.0,10 a 14,18577.0,9361.0,9216.0
4,41.0,4101.0,15 a 19,18408.0,9329.0,9079.0
4,41.0,4101.0,20 a 24,18767.0,9571.0,9196.0
4,41.0,4101.0,25 a 29,19144.0,9675.0,9469.0
4,41.0,4101.0,30 a 34,20804.0,10311.0,10493.0
4,41.0,4101.0,35 a 39,18847.0,9291.0,9556.0
4,41.0,4101.0,40 a 44,16990.0,8053.0,8937.0
4,41.0,4101.0,45 a 49,15578.0,7329.0,8249.0
4,41.0,4101.0,50 a 54,15334.0,7141.0,8193.0
4,41.0,4101.0,55 a 59,14354.0,6542.0,7812.0
4,41.0,4101.0,60 a 64,13443.0,6087.0,7356.0
4,41.0,4101.0,65 a 69,11038.0,5039.0,5999.0
4,41.0,4101.0,70 a 74,8278.0,3662.0,4616.0
4,41.0,4101.0,75 a 79,6058.0,2611.0,3447.0
4,41.0,4101.0,80 a 84,4046.0,1653.0,2393.0
4,41.0,4101.0,85 o más,3647.0,1231.0,2416.0
4,41.0,4102.0,0 a 4,12559.0,6319.0,6240.0
4,41.0,4102.0,5 a 9,17793.0,9048.0,8745.0
4,41.0,4102.0,10 a 14,20518.0,10535.0,9983.0
4,41.0,4102.0,15 a 19,18394.0,9366.0,9028.0
4,41.0,4102.0,20 a 24,18529.0,9327.0,9202.0
4,41.0,4102.0,25 a 29,19621.0,9784.0,9837.0
4,41.0,4102.0,30 a 34,21486.0,10565.0,10921.0
4,41.0,4102.0,35 a 39,20253.0,9848.0,10405.0
4,41.0,4102.0,40 a 44,18031.0,8616.0,9415.0
4,41.0,4102.0,45 a 49,16411.0,7815.0,8596.0
4,41.0,4102.0,50 a 54,15984.0,7673.0,8311.0
4,41.0,4102.0,55 a 59,15385.0,7155.0,8230.0
4,41.0,4102.0,60 a 64,14305.0,6617.0,7688.0
4,41.0,4102.0,65 a 69,11989.0,5574.0,6415.0
4,41.0,4102.0,70 a 74,8836.0,4022.0,4814.0
4,41.0,4102.0,75 a 79,6221.0,2838.0,3383.0
4,41.0,4102.0,80 a 84,4048.0,1695.0,2353.0
4,41.0,4102.0,85 o más,3356.0,1129.0,2227.0
4,41.0,4103.0,0 a 4,475.0,257.0,218.0
4,41.0,4103.0,5 a 9,725.0,387.0,338.0
4,41.0,4103.0,10 a 14,903.0,449.0,454.0
4,41.0,4103.0,15 a 19,778.0,398.0,380.0
4,41.0,4103.0,20 a 24,708.0,379.0,329.0
4,41.0,4103.0,25 a 29,708.0,351.0,357.0
4,41.0,4103.0,30 a 34,818.0,380.0,438.0
4,41.0,4103.0,35 a 39,752.0,377.0,375.0
4,41.0,4103.0,40 a 44,684.0,349.0,335.0
4,41.0,4103.0,45 a 49,617.0,309.0,308.0
4,41.0,4103.0,50 a 54,757.0,378.0,379.0
4,41.0,4103.0,55 a 59,902.0,447.0,455.0
4,41.0,4103.0,60 a 64,786.0,397.0,389.0
4,41.0,4103.0,65 a 69,608.0,319.0,289.0
4,41.0,4103.0,70 a 74,486.0,241.0,245.0
4,41.0,4103.0,75 a 79,371.0,172.0,199.0
4,41.0,4103.0,80 a 84,266.0,112.0,154.0
4,41.0,4103.0,85 o más,222.0,98.0,124.0
4,41.0,4104.0,0 a 4,204.0,117.0,87.0
4,41.0,4104.0,5 a 9,267.0,142.0,125.0
4,41.0,4104.0,10 a 14,310.0,160.0,150.0
4,41.0,4104.0,15 a 19,290.0,150.0,140.0
4,41.0,4104.0,20 a 24,295.0,165.0,130.0
4,41.0,4104.0,25 a 29,271.0,135.0,136.0
4,41.0,4104.0,30 a 34,251.0,132.0,119.0
4,41.0,4104.0,35 a 39,255.0,119.0,136.0
4,41.0,4104.0,40 a 44,260.0,144.0,116.0
4,41.0,4104.0,45 a 49,294.0,153.0,141.0
4,41.0,4104.0,50 a 54,288.0,154.0,134.0
4,41.0,4104.0,55 a 59,303.0,161.0,142.0
4,41.0,4104.0,60 a 64,264.0,136.0,128.0
4,41.0,4104.0,65 a 69,286.0,170.0,116.0
4,41.0,4104.0,70 a 74,196.0,98.0,98.0
4,41.0,4104.0,75 a 79,150.0,89.0,61.0
4,41.0,4104.0,80 a 84,89.0,48.0,41.0
4,41.0,4104.0,85 o más,62.0,26.0,36.0
4,41.0,4105.0,0 a 4,196.0,96.0,100.0
4,41.0,4105.0,5 a 9,238.0,120.0,118.0
4,41.0,4105.0,10 a 14,331.0,181.0,150.0
4,41.0,4105.0,15 a 19,256.0,127.0,129.0
4,41.0,4105.0,20 a 24,234.0,122.0,112.0
4,41.0,4105.0,25 a 29,275.0,132.0,143.0
4,41.0,4105.0,30 a 34,344.0,177.0,167.0
4,41.0,4105.0,35 a 39,326.0,151.0,175.0
4,41.0,4105.0,40 a 44,277.0,123.0,154.0
4,41.0,4105.0,45 a 49,299.0,155.0,144.0
4,41.0,4105.0,50 a 54,342.0,176.0,166.0
4,41.0,4105.0,55 a 59,360.0,168.0,192.0
4,41.0,4105.0,60 a 64,361.0,178.0,183.0
4,41.0,4105.0,65 a 69,240.0,134.0,106.0
4,41.0,4105.0,70 a 74,211.0,118.0,93.0
4,41.0,4105.0,75 a 79,148.0,62.0,86.0
4,41.0,4105.0,80 a 84,112.0,52.0,60.0
4,41.0,4105.0,85 o más,99.0,38.0,61.0
4,41.0,4106.0,0 a 4,1269.0,646.0,623.0
4,41.0,4106.0,5 a 9,1752.0,918.0,834.0
4,41.0,4106.0,10 a 14,2131.0,1130.0,1001.0
4,41.0,4106.0,15 a 19,1865.0,932.0,933.0
4,41.0,4106.0,20 a 24,1846.0,932.0,914.0
4,41.0,4106.0,25 a 29,1912.0,950.0,962.0
4,41.0,4106.0,30 a 34,2042.0,993.0,1049.0
4,41.0,4106.0,35 a 39,1954.0,918.0,1036.0
4,41.0,4106.0,40 a 44,1741.0,810.0,931.0
4,41.0,4106.0,45 a 49,1710.0,798.0,912.0
4,41.0,4106.0,50 a 54,1770.0,846.0,924.0
4,41.0,4106.0,55 a 59,1935.0,918.0,1017.0
4,41.0,4106.0,60 a 64,1736.0,855.0,881.0
4,41.0,4106.0,65 a 69,1488.0,742.0,746.0
4,41.0,4106.0,70 a 74,1046.0,501.0,545.0
4,41.0,4106.0,75 a 79,762.0,371.0,391.0
4,41.0,4106.0,80 a 84,577.0,247.0,330.0
4,41.0,4106.0,85 o más,511.0,231.0,280.0
4,42.0,4201.0,0 a 4,1445.0,724.0,721.0
4,42.0,4201.0,5 a 9,2048.0,1056.0,992.0
4,42.0,4201.0,10 a 14,2295.0,1177.0,1118.0
4,42.0,4201.0,15 a 19,1973.0,1016.0,957.0
4,42.0,4201.0,20 a 24,1766.0,917.0,849.0
4,42.0,4201.0,25 a 29,2068.0,1033.0,1035.0
4,42.0,4201.0,30 a 34,2290.0,1109.0,1181.0
4,42.0,4201.0,35 a 39,2373.0,1146.0,1227.0
4,42.0,4201.0,40 a 44,2106.0,1005.0,1101.0
4,42.0,4201.0,45 a 49,1856.0,884.0,972.0
4,42.0,4201.0,50 a 54,2130.0,1031.0,1099.0
4,42.0,4201.0,55 a 59,2143.0,1004.0,1139.0
4,42.0,4201.0,60 a 64,2059.0,1014.0,1045.0
4,42.0,4201.0,65 a 69,1741.0,836.0,905.0
4,42.0,4201.0,70 a 74,1425.0,660.0,765.0
4,42.0,4201.0,75 a 79,986.0,437.0,549.0
4,42.0,4201.0,80 a 84,712.0,287.0,425.0
4,42.0,4201.0,85 o más,593.0,212.0,381.0
4,42.0,4202.0,0 a 4,375.0,201.0,174.0
4,42.0,4202.0,5 a 9,514.0,261.0,253.0
4,42.0,4202.0,10 a 14,566.0,296.0,270.0
4,42.0,4202.0,15 a 19,498.0,273.0,225.0
4,42.0,4202.0,20 a 24,498.0,261.0,237.0
4,42.0,4202.0,25 a 29,538.0,287.0,251.0
4,42.0,4202.0,30 a 34,611.0,306.0,305.0
4,42.0,4202.0,35 a 39,560.0,289.0,271.0
4,42.0,4202.0,40 a 44,567.0,270.0,297.0
4,42.0,4202.0,45 a 49,580.0,276.0,304.0
4,42.0,4202.0,50 a 54,618.0,298.0,320.0
4,42.0,4202.0,55 a 59,764.0,385.0,379.0
4,42.0,4202.0,60 a 64,691.0,343.0,348.0
4,42.0,4202.0,65 a 69,659.0,337.0,322.0
4,42.0,4202.0,70 a 74,559.0,298.0,261.0
4,42.0,4202.0,75 a 79,378.0,192.0,186.0
4,42.0,4202.0,80 a 84,296.0,136.0,160.0
4,42.0,4202.0,85 o más,367.0,160.0,207.0
4,42.0,4203.0,0 a 4,1222.0,589.0,633.0
4,42.0,4203.0,5 a 9,1501.0,760.0,741.0
4,42.0,4203.0,10 a 14,1677.0,914.0,763.0
4,42.0,4203.0,15 a 19,1469.0,787.0,682.0
4,42.0,4203.0,20 a 24,1229.0,630.0,599.0
4,42.0,4203.0,25 a 29,1539.0,775.0,764.0
4,42.0,4203.0,30 a 34,1708.0,810.0,898.0
4,42.0,4203.0,35 a 39,1677.0,813.0,864.0
4,42.0,4203.0,40 a 44,1473.0,734.0,739.0
4,42.0,4203.0,45 a 49,1374.0,643.0,731.0
4,42.0,4203.0,50 a 54,1399.0,728.0,671.0
4,42.0,4203.0,55 a 59,1417.0,665.0,752.0
4,42.0,4203.0,60 a 64,1510.0,742.0,768.0
4,42.0,4203.0,65 a 69,1258.0,589.0,669.0
4,42.0,4203.0,70 a 74,911.0,444.0,467.0
4,42.0,4203.0,75 a 79,673.0,312.0,361.0
4,42.0,4203.0,80 a 84,435.0,186.0,249.0
4,42.0,4203.0,85 o más,407.0,160.0,247.0
4,42.0,4204.0,0 a 4,1246.0,653.0,593.0
4,42.0,4204.0,5 a 9,1752.0,878.0,874.0
4,42.0,4204.0,10 a 14,2129.0,1077.0,1052.0
4,42.0,4204.0,15 a 19,1697.0,881.0,816.0
4,42.0,4204.0,20 a 24,1500.0,784.0,716.0
4,42.0,4204.0,25 a 29,1785.0,875.0,910.0
4,42.0,4204.0,30 a 34,2049.0,999.0,1050.0
4,42.0,4204.0,35 a 39,2077.0,1005.0,1072.0
4,42.0,4204.0,40 a 44,1829.0,881.0,948.0
4,42.0,4204.0,45 a 49,1853.0,843.0,1010.0
4,42.0,4204.0,50 a 54,1875.0,943.0,932.0
4,42.0,4204.0,55 a 59,1891.0,938.0,953.0
4,42.0,4204.0,60 a 64,1700.0,856.0,844.0
4,42.0,4204.0,65 a 69,1422.0,733.0,689.0
4,42.0,4204.0,70 a 74,1116.0,567.0,549.0
4,42.0,4204.0,75 a 79,812.0,376.0,436.0
4,42.0,4204.0,80 a 84,569.0,268.0,301.0
4,42.0,4204.0,85 o más,521.0,215.0,306.0
4,43.0,4301.0,0 a 4,5406.0,2692.0,2714.0
4,43.0,4301.0,5 a 9,7810.0,4000.0,3810.0
4,43.0,4301.0,10 a 14,9079.0,4642.0,4437.0
4,43.0,4301.0,15 a 19,7785.0,3997.0,3788.0
4,43.0,4301.0,20 a 24,7421.0,3802.0,3619.0
4,43.0,4301.0,25 a 29,8587.0,4225.0,4362.0
4,43.0,4301.0,30 a 34,9598.0,4656.0,4942.0
4,43.0,4301.0,35 a 39,8911.0,4227.0,4684.0
4,43.0,4301.0,40 a 44,7792.0,3750.0,4042.0
4,43.0,4301.0,45 a 49,7372.0,3449.0,3923.0
4,43.0,4301.0,50 a 54,7215.0,3382.0,3833.0
4,43.0,4301.0,55 a 59,7437.0,3430.0,4007.0
4,43.0,4301.0,60 a 64,6926.0,3287.0,3639.0
4,43.0,4301.0,65 a 69,5743.0,2725.0,3018.0
4,43.0,4301.0,70 a 74,4210.0,1961.0,2249.0
4,43.0,4301.0,75 a 79,3024.0,1369.0,1655.0
4,43.0,4301.0,80 a 84,2257.0,984.0,1273.0
4,43.0,4301.0,85 o más,2123.0,733.0,1390.0
4,43.0,4302.0,0 a 4,451.0,224.0,227.0
4,43.0,4302.0,5 a 9,712.0,363.0,349.0
4,43.0,4302.0,10 a 14,804.0,432.0,372.0
4,43.0,4302.0,15 a 19,736.0,376.0,360.0
4,43.0,4302.0,20 a 24,594.0,310.0,284.0
4,43.0,4302.0,25 a 29,722.0,342.0,380.0
4,43.0,4302.0,30 a 34,771.0,383.0,388.0
4,43.0,4302.0,35 a 39,701.0,326.0,375.0
4,43.0,4302.0,40 a 44,753.0,355.0,398.0
4,43.0,4302.0,45 a 49,863.0,431.0,432.0
4,43.0,4302.0,50 a 54,979.0,481.0,498.0
4,43.0,4302.0,55 a 59,1006.0,495.0,511.0
4,43.0,4302.0,60 a 64,944.0,467.0,477.0
4,43.0,4302.0,65 a 69,813.0,393.0,420.0
4,43.0,4302.0,70 a 74,730.0,353.0,377.0
4,43.0,4302.0,75 a 79,547.0,258.0,289.0
4,43.0,4302.0,80 a 84,444.0,192.0,252.0
4,43.0,4302.0,85 o más,384.0,124.0,260.0
4,43.0,4303.0,0 a 4,1368.0,664.0,704.0
4,43.0,4303.0,5 a 9,1878.0,968.0,910.0
4,43.0,4303.0,10 a 14,2204.0,1113.0,1091.0
4,43.0,4303.0,15 a 19,1918.0,965.0,953.0
4,43.0,4303.0,20 a 24,1834.0,927.0,907.0
4,43.0,4303.0,25 a 29,1879.0,928.0,951.0
4,43.0,4303.0,30 a 34,2009.0,941.0,1068.0
4,43.0,4303.0,35 a 39,1944.0,907.0,1037.0
4,43.0,4303.0,40 a 44,1852.0,893.0,959.0
4,43.0,4303.0,45 a 49,1866.0,847.0,1019.0
4,43.0,4303.0,50 a 54,2053.0,1012.0,1041.0
4,43.0,4303.0,55 a 59,2238.0,1112.0,1126.0
4,43.0,4303.0,60 a 64,1913.0,940.0,973.0
4,43.0,4303.0,65 a 69,1603.0,814.0,789.0
4,43.0,4303.0,70 a 74,1180.0,620.0,560.0
4,43.0,4303.0,75 a 79,912.0,457.0,455.0
4,43.0,4303.0,80 a 84,686.0,322.0,364.0
4,43.0,4303.0,85 o más,660.0,273.0,387.0
4,43.0,4304.0,0 a 4,555.0,295.0,260.0
4,43.0,4304.0,5 a 9,810.0,420.0,390.0
4,43.0,4304.0,10 a 14,905.0,477.0,428.0
4,43.0,4304.0,15 a 19,826.0,419.0,407.0
4,43.0,4304.0,20 a 24,716.0,334.0,382.0
4,43.0,4304.0,25 a 29,746.0,366.0,380.0
4,43.0,4304.0,30 a 34,798.0,371.0,427.0
4,43.0,4304.0,35 a 39,780.0,386.0,394.0
4,43.0,4304.0,40 a 44,756.0,378.0,378.0
4,43.0,4304.0,45 a 49,764.0,347.0,417.0
4,43.0,4304.0,50 a 54,772.0,354.0,418.0
4,43.0,4304.0,55 a 59,794.0,408.0,386.0
4,43.0,4304.0,60 a 64,725.0,367.0,358.0
4,43.0,4304.0,65 a 69,678.0,337.0,341.0
4,43.0,4304.0,70 a 74,533.0,270.0,263.0
4,43.0,4304.0,75 a 79,383.0,200.0,183.0
4,43.0,4304.0,80 a 84,279.0,139.0,140.0
4,43.0,4304.0,85 o más,256.0,107.0,149.0
4,43.0,4305.0,0 a 4,144.0,74.0,70.0
4,43.0,4305.0,5 a 9,201.0,88.0,113.0
4,43.0,4305.0,10 a 14,256.0,120.0,136.0
4,43.0,4305.0,15 a 19,249.0,132.0,117.0
4,43.0,4305.0,20 a 24,210.0,106.0,104.0
4,43.0,4305.0,25 a 29,207.0,95.0,112.0
4,43.0,4305.0,30 a 34,274.0,146.0,128.0
4,43.0,4305.0,35 a 39,265.0,136.0,129.0
4,43.0,4305.0,40 a 44,245.0,125.0,120.0
4,43.0,4305.0,45 a 49,278.0,145.0,133.0
4,43.0,4305.0,50 a 54,271.0,130.0,141.0
4,43.0,4305.0,55 a 59,354.0,170.0,184.0
4,43.0,4305.0,60 a 64,336.0,182.0,154.0
4,43.0,4305.0,65 a 69,306.0,176.0,130.0
4,43.0,4305.0,70 a 74,245.0,112.0,133.0
4,43.0,4305.0,75 a 79,212.0,95.0,117.0
4,43.0,4305.0,80 a 84,145.0,65.0,80.0
4,43.0,4305.0,85 o más,136.0,56.0,80.0
5,51.0,5101.0,0 a 4,11163.0,5718.0,5445.0
5,51.0,5101.0,5 a 9,15594.0,8012.0,7582.0
5,51.0,5101.0,10 a 14,17520.0,9054.0,8466.0
5,51.0,5101.0,15 a 19,18245.0,9462.0,8783.0
5,51.0,5101.0,20 a 24,22750.0,11686.0,11064.0
5,51.0,5101.0,25 a 29,22040.0,11361.0,10679.0
5,51.0,5101.0,30 a 34,23062.0,11747.0,11315.0
5,51.0,5101.0,35 a 39,20368.0,10270.0,10098.0
5,51.0,5101.0,40 a 44,18804.0,9214.0,9590.0
5,51.0,5101.0,45 a 49,16844.0,8010.0,8834.0
5,51.0,5101.0,50 a 54,17110.0,8212.0,8898.0
5,51.0,5101.0,55 a 59,17429.0,8154.0,9275.0
5,51.0,5101.0,60 a 64,17471.0,7946.0,9525.0
5,51.0,5101.0,65 a 69,15163.0,6980.0,8183.0
5,51.0,5101.0,70 a 74,11667.0,5141.0,6526.0
5,51.0,5101.0,75 a 79,8892.0,3771.0,5121.0
5,51.0,5101.0,80 a 84,5720.0,2171.0,3549.0
5,51.0,5101.0,85 o más,5096.0,1585.0,3511.0
5,51.0,5102.0,0 a 4,1481.0,799.0,682.0
5,51.0,5102.0,5 a 9,1871.0,941.0,930.0
5,51.0,5102.0,10 a 14,2047.0,1026.0,1021.0
5,51.0,5102.0,15 a 19,1943.0,986.0,957.0
5,51.0,5102.0,20 a 24,1948.0,982.0,966.0
5,51.0,5102.0,25 a 29,2093.0,1042.0,1051.0
5,51.0,5102.0,30 a 34,2240.0,1158.0,1082.0
5,51.0,5102.0,35 a 39,2211.0,1032.0,1179.0
5,51.0,5102.0,40 a 44,2003.0,932.0,1071.0
5,51.0,5102.0,45 a 49,1877.0,922.0,955.0
5,51.0,5102.0,50 a 54,1973.0,955.0,1018.0
5,51.0,5102.0,55 a 59,1920.0,902.0,1018.0
5,51.0,5102.0,60 a 64,1857.0,915.0,942.0
5,51.0,5102.0,65 a 69,1477.0,712.0,765.0
5,51.0,5102.0,70 a 74,1119.0,516.0,603.0
5,51.0,5102.0,75 a 79,760.0,347.0,413.0
5,51.0,5102.0,80 a 84,568.0,230.0,338.0
5,51.0,5102.0,85 o más,488.0,185.0,303.0
5,51.0,5103.0,0 a 4,2116.0,1087.0,1029.0
5,51.0,5103.0,5 a 9,2744.0,1377.0,1367.0
5,51.0,5103.0,10 a 14,2993.0,1507.0,1486.0
5,51.0,5103.0,15 a 19,3027.0,1533.0,1494.0
5,51.0,5103.0,20 a 24,3271.0,1696.0,1575.0
5,51.0,5103.0,25 a 29,3450.0,1768.0,1682.0
5,51.0,5103.0,30 a 34,3899.0,1882.0,2017.0
5,51.0,5103.0,35 a 39,3627.0,1792.0,1835.0
5,51.0,5103.0,40 a 44,3411.0,1619.0,1792.0
5,51.0,5103.0,45 a 49,3052.0,1413.0,1639.0
5,51.0,5103.0,50 a 54,3112.0,1473.0,1639.0
5,51.0,5103.0,55 a 59,3116.0,1452.0,1664.0
5,51.0,5103.0,60 a 64,3106.0,1433.0,1673.0
5,51.0,5103.0,65 a 69,2516.0,1061.0,1455.0
5,51.0,5103.0,70 a 74,1802.0,811.0,991.0
5,51.0,5103.0,75 a 79,1438.0,629.0,809.0
5,51.0,5103.0,80 a 84,888.0,371.0,517.0
5,51.0,5103.0,85 o más,726.0,249.0,477.0
5,51.0,5104.0,0 a 4,59.0,25.0,34.0
5,51.0,5104.0,5 a 9,53.0,20.0,33.0
5,51.0,5104.0,10 a 14,77.0,46.0,31.0
5,51.0,5104.0,15 a 19,46.0,20.0,26.0
5,51.0,5104.0,20 a 24,16.0,5.0,11.0
5,51.0,5104.0,25 a 29,64.0,33.0,31.0
5,51.0,5104.0,30 a 34,91.0,53.0,38.0
5,51.0,5104.0,35 a 39,108.0,52.0,56.0
5,51.0,5104.0,40 a 44,66.0,36.0,30.0
5,51.0,5104.0,45 a 49,61.0,37.0,24.0
5,51.0,5104.0,50 a 54,47.0,25.0,22.0
5,51.0,5104.0,55 a 59,45.0,23.0,22.0
5,51.0,5104.0,60 a 64,45.0,17.0,28.0
5,51.0,5104.0,65 a 69,57.0,30.0,27.0
5,51.0,5104.0,70 a 74,39.0,21.0,18.0
5,51.0,5104.0,75 a 79,14.0,8.0,6.0
5,51.0,5104.0,80 a 84,10.0,5.0,5.0
5,51.0,5104.0,85 o más,6.0,2.0,4.0
5,51.0,5105.0,0 a 4,1050.0,531.0,519.0
5,51.0,5105.0,5 a 9,1367.0,708.0,659.0
5,51.0,5105.0,10 a 14,1526.0,788.0,738.0
5,51.0,5105.0,15 a 19,1341.0,702.0,639.0
5,51.0,5105.0,20 a 24,1284.0,675.0,609.0
5,51.0,5105.0,25 a 29,1351.0,676.0,675.0
5,51.0,5105.0,30 a 34,1609.0,797.0,812.0
5,51.0,5105.0,35 a 39,1583.0,788.0,795.0
5,51.0,5105.0,40 a 44,1529.0,752.0,777.0
5,51.0,5105.0,45 a 49,1341.0,659.0,682.0
5,51.0,5105.0,50 a 54,1433.0,709.0,724.0
5,51.0,5105.0,55 a 59,1490.0,737.0,753.0
5,51.0,5105.0,60 a 64,1557.0,732.0,825.0
5,51.0,5105.0,65 a 69,1444.0,694.0,750.0
5,51.0,5105.0,70 a 74,1051.0,486.0,565.0
5,51.0,5105.0,75 a 79,745.0,377.0,368.0
5,51.0,5105.0,80 a 84,432.0,191.0,241.0
5,51.0,5105.0,85 o más,406.0,154.0,252.0
5,51.0,5107.0,0 a 4,1758.0,890.0,868.0
5,51.0,5107.0,5 a 9,2311.0,1164.0,1147.0
5,51.0,5107.0,10 a 14,2603.0,1333.0,1270.0
5,51.0,5107.0,15 a 19,2204.0,1125.0,1079.0
5,51.0,5107.0,20 a 24,2277.0,1167.0,1110.0
5,51.0,5107.0,25 a 29,2394.0,1204.0,1190.0
5,51.0,5107.0,30 a 34,2550.0,1257.0,1293.0
5,51.0,5107.0,35 a 39,2472.0,1215.0,1257.0
5,51.0,5107.0,40 a 44,2407.0,1145.0,1262.0
5,51.0,5107.0,45 a 49,2193.0,1104.0,1089.0
5,51.0,5107.0,50 a 54,2173.0,1078.0,1095.0
5,51.0,5107.0,55 a 59,2268.0,1098.0,1170.0
5,51.0,5107.0,60 a 64,2321.0,1064.0,1257.0
5,51.0,5107.0,65 a 69,1949.0,918.0,1031.0
5,51.0,5107.0,70 a 74,1490.0,703.0,787.0
5,51.0,5107.0,75 a 79,1069.0,498.0,571.0
5,51.0,5107.0,80 a 84,748.0,331.0,417.0
5,51.0,5107.0,85 o más,567.0,213.0,354.0
5,51.0,5109.0,0 a 4,12972.0,6647.0,6325.0
5,51.0,5109.0,5 a 9,17228.0,8723.0,8505.0
5,51.0,5109.0,10 a 14,18954.0,9689.0,9265.0
5,51.0,5109.0,15 a 19,21244.0,10701.0,10543.0
