Periodo,Comuna,Cantidad_40%,Cantidad_41-50%,Cantidad_51-60%,Cantidad_61-70,Cantidad_71-80%,Cantidad_81-90%,Cantidad_91-100%,Totales_por_comuna
202106,9115,21438,2173,1439,1337,1254,1790,649,30080
202106,5803,12485,1220,867,692,670,979,300,17213
202106,9205,9744,421,353,281,284,411,218,11712
202106,10304,7325,1019,711,603,444,415,157,10674
202106,7108,9880,1357,1032,867,763,628,241,14768
202106,9111,25210,2152,1496,1116,1202,1232,505,32913
202106,9117,13804,783,411,322,323,418,186,16247
202106,9119,22047,1837,1467,1313,1214,1381,501,29760
202106,8305,20095,2145,1633,1436,1279,1331,417,28336
202106,10302,6100,690,502,485,388,424,172,8761
202106,12301,2564,411,401,465,614,903,563,5921
202106,9114,18294,1712,1308,1244,1166,1297,561,25582
202106,8306,15721,2292,1600,1612,1625,2077,712,25639
202106,11303,273,67,35,40,51,51,52,569
202106,7104,3133,316,203,218,135,168,90,4263
202106,7403,23067,2680,1882,1725,1413,1169,440,32376
202106,6105,11613,1832,1433,1325,1321,1528,538,19590
202106,12201,577,119,127,151,220,256,241,1691
202106,11302,329,68,55,85,53,74,94,758
202106,9102,20185,1468,879,731,688,744,321,25016
202106,8302,2997,254,213,215,180,210,134,4203
202106,12401,12820,1966,1603,1503,1487,1980,1149,22508
202106,7401,60628,7360,5339,5141,5209,6206,2792,92675
202106,7405,16132,1635,1195,987,911,830,301,21991
202106,7406,30175,3447,2508,2277,2277,2367,915,43966
202106,8107,29563,3968,3161,2796,2828,3321,1347,46984
202106,8103,43430,5984,4493,4489,4634,5864,2116,71010
202106,8108,60614,7893,5947,6255,6100,8508,3139,98456
202106,8104,7852,844,653,449,404,467,122,10791
202106,8105,17502,2011,1503,1270,1163,1102,382,24933
202106,8101,91503,13843,10659,10399,11046,15375,5987,158812
202106,7407,11502,1459,1051,942,817,849,359,16979
202106,7201,30015,3034,2333,2079,2052,2316,1242,43071
202106,7203,6169,647,348,301,267,375,135,8242
202106,7301,91379,12271,9474,8591,8483,10216,4003,144417
202106,8202,21997,3154,2422,2136,2341,2658,1285,35993
202106,8111,34823,4424,3619,2961,3020,3410,1329,53586
202106,8203,26598,2350,1543,1288,1310,1685,775,35549
202106,8110,75045,11627,9824,9285,10459,12866,5721,134827
202106,7304,29721,4066,3540,2863,2540,2467,760,45957
202106,8102,69041,9772,7821,7075,7703,7713,3169,112294
202106,7408,14345,1437,985,924,881,724,317,19613
202106,7402,16160,1502,1082,974,1051,1109,458,22336
202106,9110,5700,381,308,253,233,270,115,7260
202106,7103,7384,706,473,410,465,458,224,10120
202106,7305,7387,891,692,487,443,471,140,10511
202106,8112,49308,7466,6032,5907,6221,8087,3514,86535
202106,8201,18025,1973,1532,1234,1259,1441,826,26290
202106,8109,10288,1051,824,645,668,625,272,14373
202106,7404,30533,3140,2027,2111,1844,2248,1084,42987
202106,12303,26,19,5,12,19,16,15,116
202106,9209,7543,832,782,532,552,468,193,10902
202106,10403,7153,645,451,507,447,551,317,10071
202106,7109,32126,3258,2530,2197,2041,2096,855,45103
202106,8106,27488,4323,3738,3259,2799,2736,902,45245
202106,7306,11027,1369,986,936,784,831,317,16250
202106,7307,11775,1856,1414,1242,872,858,335,18352
202106,11203,1140,104,101,88,107,125,78,1743
202106,7309,3226,406,198,165,157,146,81,4379
202106,7110,7320,853,526,458,470,532,155,10314
202106,7308,18369,2785,2074,1748,1620,1609,431,28636
202106,7106,6282,748,591,479,412,449,123,9084
202106,9113,5491,573,400,315,289,228,115,7411
202106,1101,83761,10786,8765,8916,9702,15405,7689,145024
202106,7202,6826,692,432,369,300,374,177,9170
202106,7107,5773,701,532,489,409,399,133,8436
202106,14105,5200,515,376,316,379,343,113,7242
202106,14101,85121,11123,8828,8472,9556,12094,5597,140791
202106,4301,70013,8715,6481,5970,6152,6786,2974,107091
202106,4204,16603,2253,1999,1621,1975,2692,1704,28847
202106,5601,53863,7421,5707,5079,5071,6164,2392,85697
202106,3201,7689,1016,777,698,822,1135,511,12648
202106,3302,3542,342,294,252,230,244,110,5014
202106,4102,135685,16535,12386,11398,10889,14489,5740,207122
202106,5503,12313,1704,1096,1016,904,1012,355,18400
202106,5404,6981,829,644,430,451,563,239,10137
202106,2101,139911,23009,17383,19271,21667,40672,17338,279251
202106,2203,5551,688,467,485,463,796,478,8928
202106,4302,10015,921,600,667,571,655,268,13697
202106,5502,33694,3806,2690,2673,2757,3588,1470,50678
202106,3304,6256,757,631,622,776,1056,656,10754
202106,4103,7609,852,677,532,718,1094,492,11974
202106,5605,11595,1316,864,762,664,860,333,16394
202106,5506,12970,1797,1407,1279,1396,1853,696,21398
202106,2201,61082,9681,7651,7330,8927,17635,9169,121475
202106,2301,15393,1555,1281,1185,1488,2521,1390,24813
202106,1401,8420,1123,870,828,961,1187,689,14078
202106,14201,24209,2938,2113,1953,1813,2157,911,36094
202106,13603,20089,2629,2038,1721,1685,2240,785,31187
202106,14102,3847,440,297,274,265,290,123,5536
202106,13401,163725,22218,15878,15014,14898,21815,7095,260643
202106,13130,43025,7324,5343,5699,6373,12737,4852,85353
202106,13402,53626,7129,5077,5033,4902,7680,2434,85881
202106,13601,40526,4833,3838,3467,3677,5665,2016,64022
202106,13602,23666,2708,2003,1734,1753,2316,739,34919
202106,1107,72069,8415,6050,5475,5768,8358,3544,109679
202106,4106,19299,2013,1591,1397,1296,1448,582,27626
202106,5504,10354,1620,1180,1196,1401,2388,890,19029
202106,5501,51576,6529,5011,5065,4612,6116,2271,81180
202106,3102,11939,1464,1125,973,1159,1577,754,18991
202106,4101,107737,14150,10026,10125,10178,14816,5329,172361
202106,5201,4189,510,357,440,451,616,278,6841
202106,5401,24628,3096,1974,1875,1668,2118,916,36275
202106,5402,12629,1619,1211,999,1083,1453,738,19732
202106,4201,18800,2732,2103,1795,2155,2931,1396,31912
202106,5606,4646,921,782,734,762,1120,489,9454
202106,5602,8701,1159,810,815,692,1298,353,13828
202106,13501,77870,9405,6977,6686,6287,8547,3545,119317
202106,13604,36017,5193,3805,3280,3587,5779,1801,59462
202106,13131,57259,6783,4560,3983,3959,5001,1508,83053
202106,16109,11660,1352,1098,1070,1059,1350,556,18145
202106,14204,21411,2568,1859,1602,1396,1577,687,31100
202106,15101,136166,13751,10939,10126,11578,14828,6821,204209
202106,5603,17397,1671,1100,970,867,944,290,23239
202106,2103,804,104,105,86,93,205,191,1588
202106,4202,6965,698,478,481,404,526,203,9755
202106,5301,29959,4600,3443,3605,3525,5334,2141,52607
202106,4105,3747,415,312,189,237,223,86,5209
202106,2102,6313,833,803,839,1070,1534,809,12201
202106,3101,80287,10218,7682,7781,9754,15242,7556,138520
202106,13132,3051,736,636,748,705,4842,1708,12426
202106,13403,11463,1756,1118,1113,1120,1617,495,18682
202106,13201,279564,40885,29196,28795,29552,46217,13983,468192
202106,16203,10294,1480,1073,852,809,842,286,15636
202106,16103,21119,2369,1942,1574,1587,1641,723,30955
202106,16201,8426,740,535,486,460,551,290,11488
202106,13109,42069,6300,4619,4621,4781,7934,2534,72858
202106,3103,8783,900,708,713,889,1264,632,13889
202106,1402,1047,78,47,34,38,30,20,1294
202106,5302,8963,1199,989,925,928,1176,493,14673
202106,5303,6100,746,485,476,506,626,196,9135
202106,2302,1662,253,216,265,276,718,260,3650
202106,3202,5105,920,822,864,1163,1560,671,11105
202106,1405,3802,525,346,285,377,457,273,6065
202106,5304,10277,1476,1137,1026,952,1347,466,16681
202106,5405,4339,829,512,522,486,633,223,7544
202106,3301,31265,3518,2882,2814,3234,4451,2208,50372
202106,13110,160541,24400,17436,17913,18095,32738,10432,281555
202106,1403,805,96,29,16,46,70,48,1110
202106,3303,4670,755,451,417,402,459,191,7345
202106,2104,6551,946,796,707,772,1117,616,11505
202106,4104,3973,421,213,188,242,258,108,5403
202106,13404,43277,5780,4110,3665,3730,4896,1593,67051
202106,13129,56862,6979,4959,4750,4686,7086,2520,87842
202106,13101,135579,22518,18351,18971,20218,30885,12942,259464
202106,5403,3761,573,441,313,341,385,117,5931
202106,2202,106,13,10,17,18,25,24,213
202106,4203,14517,2341,1186,1107,1047,1572,631,22401
202106,13504,8861,1180,888,855,745,1009,284,13822
202106,16102,14660,1762,1480,1289,1099,1282,544,22116
202106,16104,10078,695,562,427,432,565,209,12968
202106,16202,3938,249,207,183,223,220,103,5123
202106,14203,8964,686,448,439,309,330,152,11328
202106,13605,44689,7300,5398,4875,5130,7988,2643,78023
202106,1404,1994,209,140,102,99,135,63,2742
202106,13302,54263,6818,4348,4634,4642,8803,2370,85878
202106,13105,99560,12209,8585,7476,7205,9153,2779,146967
202106,14104,13793,1699,1169,1012,964,855,380,19872
202106,13503,20191,2441,1746,1558,1570,2332,994,30832
202106,13203,8279,1273,888,784,805,1507,501,14037
202106,5604,12254,1438,1015,857,799,1043,385,17791
202106,13301,65150,7499,5181,5211,4968,8196,2806,99011
202106,16303,9010,897,585,421,368,435,171,11887
202106,14202,11741,1178,763,619,562,560,241,15664
202106,14103,13163,1145,777,761,764,946,440,17996
202106,16304,3960,293,213,218,175,222,121,5202
202106,13104,70418,10422,7706,7070,7073,9493,2718,114900
202106,14108,27615,2583,1650,1350,1178,1392,789,36557
202106,16204,4578,245,208,174,177,196,95,5673
202106,13112,125914,15177,10112,8162,7189,7555,2084,176193
202106,13113,18405,3456,2582,2841,2894,7256,2325,39759
202106,10206,2683,299,220,201,206,156,92,3857
202106,10101,130394,18563,14599,13677,14280,18277,7387,217177
202106,10102,22163,3059,2281,2178,1985,2112,796,34574
202106,16305,10025,943,669,695,537,484,223,13576
202106,13106,79518,12199,9410,9171,9022,12189,3914,135423
202106,16302,20740,1863,1197,983,867,1070,359,27079
202106,14107,14655,1741,1143,1019,868,1028,411,20865
202106,16205,4220,319,198,166,161,149,82,5295
202106,16301,37317,3942,2796,2421,2452,2691,1272,52891
202106,16101,105525,13642,10208,9265,9710,12234,5897,166481
202106,16206,4439,476,307,251,233,293,117,6116
202106,16105,6477,576,449,379,378,339,148,8746
202106,16106,9332,733,479,415,405,586,302,12252
202106,16107,14009,1330,925,744,616,889,289,18802
202106,10205,10217,1199,821,879,710,986,397,15209
202106,9211,22441,2729,2039,1592,1645,1902,885,33233
202106,13117,57757,7751,5964,5234,4954,6611,2292,90563
202106,13103,93019,10761,7912,6720,6535,7535,2506,134988
202106,10201,25161,3800,2976,3058,3012,4164,2689,44860
202106,10104,8511,1000,627,513,499,507,209,11866
202106,13128,87016,12215,8294,7611,7674,10161,3069,136040
202106,13126,64084,9950,7247,6900,6768,9802,3076,107827
202106,13124,120068,17645,12743,11861,12125,18344,5956,198742
202106,10208,16237,2383,1880,1831,1807,1994,944,27076
202106,12402,65,10,16,25,34,60,38,248
202106,13202,12370,1719,1426,1298,1268,2206,756,21043
202106,13303,10302,1277,1014,941,961,1653,654,16802
202106,16108,13498,998,761,584,559,487,249,17136
202106,10202,28209,3198,2339,2211,2095,2492,1158,41702
202106,13118,48772,8095,5831,5947,6127,11656,3938,90366
202106,10105,13372,1425,1168,1099,943,1096,476,19579
202106,13107,41605,5643,4015,4105,3896,8288,3629,71181
202106,13111,75137,10240,7086,6569,5975,7587,2404,114998
202106,10209,6007,649,469,402,455,511,197,8690
202106,10203,9282,1220,1028,960,880,931,396,14697
202106,13502,3371,483,387,296,444,718,390,6089
202106,13114,31119,7104,5502,6888,7008,33605,21447,112673
202106,15102,747,55,60,47,32,62,39,1042
202106,13119,220492,38089,27546,28312,31026,57627,19151,422243
202106,10107,10690,1494,1212,1150,1028,1172,417,17163
202106,13127,91260,12385,8698,7959,7851,10654,3211,142018
202106,13108,51633,8113,6552,6097,6114,7871,2472,88852
202106,15202,420,45,16,20,5,17,5,527
202106,9210,14106,1298,930,683,788,813,449,19067
202106,13115,19263,3359,2597,2404,2202,4764,1545,36134
202106,13102,41877,6221,4194,3900,4264,6524,2242,69222
202106,10108,11472,890,636,614,589,837,342,15380
202106,13125,93040,15895,11492,11424,12034,19910,6015,169810
202106,14106,16493,1619,1120,1035,978,1109,431,22785
202106,16207,4254,420,270,255,168,204,100,5671
202106,10106,12484,1342,915,746,611,867,378,17343
202106,10109,22869,2933,2216,1974,2054,3537,1483,37066
202106,13122,117237,14982,10388,9371,9144,14012,3733,178867
202106,11402,1882,223,165,120,147,161,99,2797
202106,10204,2351,294,260,245,169,257,146,3722
202106,13123,14112,2926,2032,2680,2667,10096,4708,39221
202106,13120,40170,7857,5811,6837,7190,21097,8535,97497
202106,15201,1139,108,61,69,64,83,42,1566
202106,10210,5298,567,433,326,333,477,275,7709
202106,13505,6097,852,441,451,387,718,221,9167
202106,13121,63258,8721,6098,5392,5329,7072,2285,98155
202106,10207,4198,315,249,222,262,291,148,5685
202106,10404,1004,127,127,94,112,140,87,1691
202106,13116,65098,7984,5351,4588,4206,4823,1301,93351
202106,10103,3140,229,228,168,182,242,142,4331
202106,12302,130,37,32,46,49,85,34,413
202112,10202,28344,3480,2734,2508,2503,3157,1333,44059
202112,10206,2696,288,263,259,237,226,98,4067
202112,10208,16810,2595,2113,2253,2083,2689,1090,29633
202112,10203,9594,1330,1074,1122,1133,1260,426,15939
202112,9210,14320,1384,1076,816,927,1089,496,20108
202112,10205,10360,1244,1009,999,888,1202,401,16103
202112,9211,22347,3037,2348,2042,2110,2435,1095,35414
202112,11201,13844,1978,1700,1720,1892,2700,1506,25340
202112,12101,54437,10171,9312,9938,11985,17739,7435,121017
202112,11301,2031,281,233,202,241,371,208,3567
202112,12301,2589,499,438,591,744,1107,678,6646
202112,11401,3297,487,342,321,366,433,230,5476
202112,11402,1976,228,168,176,164,179,84,2975
202112,10209,6019,631,503,458,636,605,231,9083
202112,10301,91343,13323,10894,10372,10677,15422,5713,157744
202112,13101,148079,25546,27111,28321,34247,56896,23245,343445
202112,13105,101065,12997,10887,9536,10340,12933,3762,161520
202112,8207,9317,691,559,359,405,423,200,11954
202112,8306,15328,2348,2083,1836,2192,2612,859,27258
202112,8301,121268,16875,14667,13952,15992,21518,8252,212524
202112,8309,6798,796,712,602,519,645,191,10263
202112,8303,19350,2501,2140,1952,2071,2197,967,31178
202112,9104,7868,408,338,230,328,363,161,9696
202112,9112,54810,6276,4767,3893,4188,4732,1688,80354
202112,9107,11060,1099,911,730,731,903,316,15750
202112,9114,18613,1952,1543,1454,1515,1665,657,27399
202112,9109,17843,1895,1368,1119,1124,1262,534,25145
202112,9115,22345,2404,1797,1677,1669,2801,772,33465
202112,9116,11847,583,372,318,281,363,138,13902
202112,9111,25478,2458,1735,1376,1516,1486,575,34624
202112,9118,8285,576,437,378,289,441,173,10579
202112,10207,4176,409,270,278,282,332,161,5908
202112,10101,136084,20172,17483,17835,19950,28170,11315,251009
202112,10102,22489,3377,2624,2452,2345,2762,887,36936
202112,10103,3170,266,237,192,245,313,145,4568
202112,10104,8660,1024,835,626,576,561,254,12536
202112,12302,147,44,35,33,57,97,36,449
202112,10303,13858,1824,1346,1174,1122,1205,462,20991
202112,10305,10166,1162,978,809,814,978,288,15195
202112,13106,83500,13250,12884,12879,14003,19108,5853,161477
202112,13107,42027,6191,4803,4749,5322,14969,5264,83325
202112,8311,10084,1145,874,779,848,874,386,14990
202112,8312,10392,1201,1107,823,973,1180,457,16133
202112,8313,15425,1623,1364,1226,1322,1459,551,22970
202112,8304,13638,2054,1654,1648,1881,2425,849,24149
202112,9101,153964,20729,16600,16676,18958,29569,11793,268289
202112,9120,44840,4706,3702,3465,3590,5050,1911,67264
202112,9201,32686,4542,3486,3301,3690,4798,1958,54461
202112,9119,22172,1989,1663,1571,1570,1819,634,31418
202112,9202,18046,2015,1504,1271,1432,1480,626,26374
202112,10108,11560,1016,649,726,731,943,392,16017
202112,10109,23365,3278,2853,2641,2857,6446,2206,43646
202112,10201,25525,4248,3586,3722,3946,5495,2904,49426
202112,10106,12724,1359,986,878,785,1063,381,18176
202112,10302,6047,738,629,540,519,679,179,9331
202112,10307,7833,882,706,605,562,639,185,11412
202112,10401,2677,426,333,297,289,409,204,4635
202112,10404,1024,133,147,142,125,158,91,1820
202112,11101,30333,4715,3928,3934,4474,6655,4042,58081
202112,13112,125725,16031,12360,10369,9833,10011,2535,186864
202112,8204,4722,462,344,224,275,297,153,6477
202112,8205,19275,3143,3110,2481,2353,2624,860,33846
202112,9204,7739,544,414,279,343,363,110,9792
202112,9205,9783,503,432,372,365,499,217,12171
202112,9208,10259,696,529,513,460,602,282,13341
202112,9102,20539,1510,994,926,880,1008,309,26166
202112,9103,15427,1272,960,824,694,864,299,20340
202112,10105,13481,1685,1391,1210,1216,1555,622,21160
202112,10107,10725,1601,1435,1333,1265,1612,538,18509
202112,10402,1686,227,195,204,213,281,121,2927
202112,11302,347,63,53,70,51,89,95,768
202112,9105,19377,2080,1567,1270,1127,1091,380,26892
202112,9108,27930,3291,2462,2407,2473,2793,1116,42472
202112,11303,310,65,17,49,41,70,34,586
202112,12401,13117,2084,1831,1876,2026,2581,1275,24790
202112,13104,71948,11269,9789,8914,9833,13186,3596,128535
202112,8307,7336,730,731,696,640,766,249,11148
202112,8302,2968,313,257,265,264,289,178,4534
202112,9113,5491,603,448,406,306,268,116,7638
202112,12102,61,14,14,18,25,40,14,186
202112,10304,7512,1154,846,749,545,646,143,11595
202112,10210,5323,541,514,395,441,570,329,8113
202112,10306,7409,528,341,268,252,309,110,9217
202112,10403,7355,672,502,495,528,682,392,10626
202112,13110,165190,27013,22623,23259,26713,55312,16509,336619
202112,13111,75661,10521,8815,8009,8246,9812,2785,123849
202112,8310,2357,323,307,245,285,311,101,3929
202112,9203,13657,1392,920,892,817,1153,465,19296
202112,9206,5815,592,414,325,305,387,140,7978
202112,9209,7561,916,821,604,753,685,251,11591
202112,11202,3427,466,386,377,403,577,304,5940
202112,8206,16271,1669,1610,1297,1166,1525,553,24091
202112,9110,5749,435,325,314,267,311,137,7538
202112,5101,176013,21033,18946,18206,19835,27394,9333,290760
202112,5102,16073,2225,2031,2066,2093,2948,965,28401
202112,5402,12764,1709,1303,1196,1394,1731,727,20824
202112,5301,30759,5016,4315,4327,4763,8071,2829,60080
202112,5303,6266,775,581,547,584,1094,278,10125
202112,5304,10181,1772,1334,1184,1326,2032,713,18542
202112,5401,25075,3448,2515,2170,2218,2917,1134,39477
202112,5801,82737,12113,10497,10968,12834,19238,6389,154776
202112,5802,30640,3897,3651,3183,3490,4686,1734,51281
202112,1107,75878,8797,7479,6990,7232,10155,4530,121061
202112,2101,151873,25351,23453,24080,31119,59288,25506,340670
202112,2201,67909,10592,9932,10536,13198,26458,12688,151313
202112,2202,95,23,12,22,22,34,20,228
202112,2203,6091,727,575,514,648,979,476,10010
202112,3302,3553,440,281,255,261,304,161,5255
202112,3303,4758,750,470,538,484,628,266,7894
202112,4103,7603,843,770,692,905,1241,521,12575
202112,4204,16613,2438,2197,1874,2197,3153,1743,30215
202112,4301,72205,9337,7974,7141,8048,8898,3830,117433
202112,5105,13489,1930,1373,1214,1309,2035,644,21994
202112,5107,21185,2549,2134,1906,2272,3059,1088,34193
202112,5109,161195,24127,21439,20829,21452,35775,11157,295974
202112,5502,34289,3963,3264,3183,3589,4648,1858,54794
202112,5404,7016,890,709,547,637,715,313,10827
202112,5501,52993,7282,6408,6149,6426,8755,3200,91213
202112,6106,21214,2434,2447,2270,2572,3324,1276,35537
202112,6107,17785,2488,1954,1538,1670,1975,603,28013
202112,3101,82691,10766,9271,9683,13408,21344,10319,157482
202112,4101,113270,16358,13296,13752,15873,26675,9308,208532
202112,4105,3809,431,329,240,309,270,116,5504
202112,4106,19791,2150,1921,1684,1767,1883,794,29990
202112,4202,7062,758,515,518,498,674,246,10271
202112,4305,3279,413,294,245,258,269,115,4873
202112,5603,18148,1952,1434,1149,1068,1274,418,25443
202112,5504,10689,1688,1438,1451,1899,3432,1390,21987
202112,5506,12870,1840,1649,1507,1801,2346,910,22923
202112,5601,55581,8196,6679,6188,6833,8255,3021,94753
202112,5702,8811,1272,1019,953,1026,1302,547,14930
202112,5703,17041,2137,1563,1553,1773,2318,1054,27439
202112,1101,90329,12377,11629,11474,14236,23681,10964,174690
202112,4104,4003,413,268,245,280,325,141,5675
202112,4302,10030,1015,713,760,664,794,345,14321
202112,5201,4408,597,431,478,588,758,287,7547
202112,5605,12316,1504,1046,936,832,1246,459,18339
202112,4303,22295,2710,2171,1833,1720,1837,709,33275
202112,4304,8621,986,608,551,557,778,358,12459
202112,1402,1068,78,65,39,31,43,31,1355
202112,1403,882,94,39,23,41,73,48,1200
202112,2104,6791,1011,870,828,976,1383,678,12537
202112,3103,9064,983,798,815,1206,1473,813,15152
202112,3201,8004,978,828,814,1082,1389,677,13772
202112,3304,6314,815,727,722,960,1247,772,11557
202112,4203,14692,2607,1385,1269,1318,1914,684,23869
202112,5103,18016,2999,2303,2531,2746,6610,1945,37150
202112,5302,9019,1233,1174,1037,1204,1772,689,16128
202112,6101,129277,19434,17022,17312,19253,30463,11014,243775
202112,1404,2089,224,174,119,119,152,78,2955
202112,3102,12481,1478,1341,1130,1405,1966,988,20789
202112,4201,18526,2769,2423,2146,2631,3593,1582,33670
202112,2102,6793,1005,919,988,1335,1891,992,13923
202112,4102,140525,18542,15513,14602,16102,22960,8838,237082
202112,5604,13152,1667,1118,1076,985,1558,464,20020
202112,2103,835,106,128,124,143,199,198,1733
202112,1405,3928,500,478,296,473,591,284,6550
202112,5403,4007,629,476,406,395,556,157,6626
202112,5405,4485,894,597,583,654,953,230,8396
202112,1401,8862,1200,1109,1004,1174,1546,821,15716
202112,10204,2404,326,280,228,206,319,174,3937
202112,12303,37,5,18,23,17,15,19,131
202112,12201,598,89,146,203,250,353,228,1867
202112,8305,20291,2319,1873,1779,1737,1809,633,30441
202112,9106,11035,703,465,372,360,395,139,13469
202112,9117,14012,770,526,390,412,486,199,16795
202112,8308,3270,271,187,197,181,260,89,4455
202112,9121,11635,651,476,434,371,437,133,14137
202112,9207,7219,610,424,351,358,483,166,9611
202112,11102,586,81,78,37,49,82,29,942
202112,11203,1183,76,101,118,123,119,81,1801
202112,12103,37,13,21,26,20,41,21,179
202112,12104,103,46,40,34,32,43,35,333
202112,8314,6087,266,209,148,154,262,78,7204
202112,13403,11855,1898,1462,1447,1500,2863,748,21773
202112,13131,57551,7213,5791,5056,5314,6661,1837,89423
202112,13501,80803,10414,8387,8245,8003,11694,3915,131461
202112,13132,3683,1156,888,1238,1283,11173,3058,22479
202112,13129,59088,7637,6589,6202,7133,10429,3382,100460
202112,13201,285208,43009,36692,36330,42792,72522,21305,537858
202112,13130,45575,8209,7374,8183,10604,23887,9383,113215
202112,15101,141097,14762,13799,12770,15368,21439,9627,228862
202112,13504,9101,1319,1018,981,915,1347,430,15111
202112,13505,6524,924,579,536,502,911,232,10208
202112,13601,42065,5251,4371,4270,5124,8791,2729,72601
202112,13603,20818,2981,2295,2167,2186,3663,1027,35137
202112,13605,45268,7795,6359,6077,6769,11860,3722,87850
202112,14101,86962,12466,10328,10495,12276,17675,7479,157681
202112,16201,8359,822,689,573,571,677,308,11999
202112,16203,10222,1573,1238,1096,1032,1138,334,16633
202112,16204,4547,311,268,208,202,230,101,5867
202112,13108,54803,8939,8763,8455,9605,12659,3580,106804
202112,13121,64113,9336,7406,6788,7180,9415,2575,106813
202112,13125,96222,16881,15111,14871,17250,30203,8819,199357
202112,13118,50323,8816,7480,8107,9406,19106,6507,109745
202112,13122,119020,16256,13801,12998,13382,26911,7255,209623
202112,13114,34109,8355,6831,8854,9714,52885,25726,146474
202112,13119,224172,39895,33396,34834,42540,82206,25502,482545
202112,13127,94476,13077,11512,10413,10997,15571,4517,160563
202112,13115,19460,3565,3331,3115,2926,9968,2577,44942
202112,13116,66137,8399,6893,5977,5979,6666,1632,101683
202112,13203,8771,1445,1006,1025,1190,2224,647,16308
202112,13302,56646,7394,5844,6123,6988,15187,4312,102494
202112,13202,12674,2121,1683,1621,1721,3763,1086,24669
202112,13602,24233,2902,2280,2122,2200,3217,992,37946
202112,13604,36502,5629,4425,4376,4945,9044,2828,67749
202112,14103,13379,1215,991,873,981,1251,529,19219
202112,14105,5316,544,490,414,429,512,165,7870
202112,14106,16611,1703,1342,1221,1271,1481,524,24153
202112,16302,20929,1962,1467,1263,1177,1438,471,28707
202112,12402,60,13,17,36,45,68,37,276
202112,3202,5096,944,924,1027,1506,2163,918,12578
202112,5602,9201,1308,1017,1065,940,2082,493,16106
202112,5503,12475,1792,1299,1191,1111,1309,459,19636
202112,3301,31564,3739,3180,3365,4407,5884,3041,55180
202112,5606,4868,1083,903,895,982,1726,570,11027
202112,5701,45564,6012,5072,4810,5206,7356,2736,76756
202112,2301,15672,1790,1540,1529,1780,2873,1610,26794
202112,2302,1943,314,282,365,510,765,397,4576
202112,5104,631,73,72,46,124,92,38,1076
202112,13128,87327,12640,10366,9545,10296,13980,3850,148004
202112,13123,17276,4146,3077,4176,4819,21030,8801,63325
202112,13120,45117,10166,7847,10124,11838,42156,16322,143570
202112,13301,67045,8335,6814,6720,7004,16335,4919,117172
202112,13401,168076,23739,19698,19327,21218,32348,10100,294506
202112,13402,55668,7723,6316,6160,7270,13055,4304,100496
202112,14107,14875,1782,1241,1176,1164,1352,474,22064
202112,14108,28155,2809,1950,1656,1484,1968,892,38914
202112,14202,11816,1288,918,803,757,763,308,16653
202112,14104,14053,1699,1437,1215,1137,1212,477,21230
202112,14204,21565,2695,2183,1891,1813,2170,806,33123
202112,16303,9028,963,661,535,508,616,222,12533
202112,16101,106374,15296,12406,11455,12974,18351,7503,184359
202112,13103,92641,11105,9948,8473,8780,10056,2946,143949
202112,13117,58236,8128,7156,6620,6800,8797,2629,98366
202112,13126,66316,10632,9585,9112,10093,14234,4236,124208
202112,13124,121274,18266,15456,14995,16770,28009,8542,223312
202112,13404,44934,6469,4999,4757,4993,7375,2049,75576
202112,16105,6361,684,526,444,511,433,203,9162
202112,13502,3739,535,453,381,577,921,445,7051
202112,16108,13576,1080,782,771,700,705,284,17898
202112,16109,11784,1480,1309,1198,1336,1650,658,19415
202112,13109,43592,7175,6214,6436,7238,12565,3870,87090
202112,13503,20818,2701,2180,1953,1904,3474,1259,34289
202112,14102,3892,474,336,312,331,363,171,5879
202112,16205,4226,331,264,188,201,200,73,5483
202112,16305,10066,1072,779,816,657,738,238,14366
202112,14203,9053,780,499,440,448,495,155,11870
202112,13113,19470,4109,3326,3748,4268,14890,4197,54008
202112,13102,42904,6745,5463,5125,5820,9674,2972,78703
202112,16106,9496,866,594,548,545,763,354,13166
202112,14201,24511,3124,2606,2297,2319,3148,1225,39230
202112,13303,10545,1502,1157,1112,1347,2601,893,19157
202112,7107,5858,783,539,552,514,595,215,9056
202112,7109,32532,3441,2876,2392,2586,2877,1065,47769
202112,7201,30236,3257,2665,2340,2506,2870,1375,45249
202112,7203,6346,710,379,366,364,620,191,8976
202112,7301,93184,13320,10944,10421,10727,14603,5181,158380
202112,8101,95619,15515,13262,13651,15937,26793,10117,190894
202112,8111,35331,4710,4119,3504,4058,4697,1755,58174
202112,8202,22166,3128,2752,2394,2945,3675,1516,38576
202112,8112,48936,7729,6946,6989,8048,10760,4039,93447
202112,7102,30232,3895,3194,3088,3170,4421,1610,49610
202112,7103,7413,794,528,530,488,638,233,10624
202112,8201,18233,2087,1726,1342,1476,1765,791,27420
202112,6102,7662,1197,1042,895,974,1086,357,13213
202112,6104,12968,2007,1663,1455,1302,1538,512,21445
202112,6105,12101,1988,1548,1605,1613,2123,699,21677
202112,6302,11096,1231,971,871,712,878,296,16055
202112,6303,24088,3220,2578,2386,2404,2493,778,37947
202112,6304,5199,675,481,396,358,463,177,7749
202112,6305,12064,1593,1267,1074,1076,1169,325,18568
202112,6307,7804,963,726,795,782,957,288,12315
202112,6309,2699,320,238,225,212,270,79,4043
