Código región,Código provincia,Código comuna,Grupos de edad,Años de escolaridad promedio
6,61.0,6116.0,0 a 4,0
6,61.0,6116.0,5 a 9,1.3
6,61.0,6116.0,10 a 14,6
6,61.0,6116.0,15 a 19,10.5
6,61.0,6116.0,20 a 24,13
6,61.0,6116.0,25 a 29,13.4
6,61.0,6116.0,30 a 34,13.1
6,61.0,6116.0,35 a 39,13.1
6,61.0,6116.0,40 a 44,12.4
6,61.0,6116.0,45 a 49,11.5
6,61.0,6116.0,50 a 54,10.8
6,61.0,6116.0,55 a 59,9.7
6,61.0,6116.0,60 a 64,8.9
6,61.0,6116.0,65 a 69,8.4
6,61.0,6116.0,70 a 74,7.8
6,61.0,6116.0,75 a 79,6.8
6,61.0,6116.0,80 a 84,6.4
6,61.0,6116.0,85 o más,5.6
6,61.0,6117.0,0 a 4,0
6,61.0,6117.0,5 a 9,1.4
6,61.0,6117.0,10 a 14,6
6,61.0,6117.0,15 a 19,10.5
6,61.0,6117.0,20 a 24,12.9
6,61.0,6117.0,25 a 29,13.4
6,61.0,6117.0,30 a 34,13.2
6,61.0,6117.0,35 a 39,13
6,61.0,6117.0,40 a 44,12.5
6,61.0,6117.0,45 a 49,11.7
6,61.0,6117.0,50 a 54,11
6,61.0,6117.0,55 a 59,10.1
6,61.0,6117.0,60 a 64,9.4
6,61.0,6117.0,65 a 69,9
6,61.0,6117.0,70 a 74,8.4
6,61.0,6117.0,75 a 79,7.1
6,61.0,6117.0,80 a 84,6.3
6,61.0,6117.0,85 o más,5.6
6,62.0,6201.0,0 a 4,0
6,62.0,6201.0,5 a 9,1.4
6,62.0,6201.0,10 a 14,6
6,62.0,6201.0,15 a 19,10.5
6,62.0,6201.0,20 a 24,12.8
6,62.0,6201.0,25 a 29,13.8
6,62.0,6201.0,30 a 34,14.1
6,62.0,6201.0,35 a 39,14.1
6,62.0,6201.0,40 a 44,13.7
6,62.0,6201.0,45 a 49,12.4
6,62.0,6201.0,50 a 54,11.6
6,62.0,6201.0,55 a 59,10.6
6,62.0,6201.0,60 a 64,10.1
6,62.0,6201.0,65 a 69,9.8
6,62.0,6201.0,70 a 74,9.1
6,62.0,6201.0,75 a 79,7.6
6,62.0,6201.0,80 a 84,6.5
6,62.0,6201.0,85 o más,5.6
6,62.0,6202.0,0 a 4,0
6,62.0,6202.0,5 a 9,1.5
6,62.0,6202.0,10 a 14,5.9
6,62.0,6202.0,15 a 19,10.4
6,62.0,6202.0,20 a 24,13
6,62.0,6202.0,25 a 29,13.4
6,62.0,6202.0,30 a 34,13.3
6,62.0,6202.0,35 a 39,12.9
6,62.0,6202.0,40 a 44,12.3
6,62.0,6202.0,45 a 49,11.5
6,62.0,6202.0,50 a 54,10.6
6,62.0,6202.0,55 a 59,9.3
6,62.0,6202.0,60 a 64,8.8
6,62.0,6202.0,65 a 69,8.3
6,62.0,6202.0,70 a 74,7.5
6,62.0,6202.0,75 a 79,6.5
6,62.0,6202.0,80 a 84,5
6,62.0,6202.0,85 o más,4.8
6,62.0,6203.0,0 a 4,0
6,62.0,6203.0,5 a 9,1.3
6,62.0,6203.0,10 a 14,6
6,62.0,6203.0,15 a 19,10.1
6,62.0,6203.0,20 a 24,12.8
6,62.0,6203.0,25 a 29,13.2
6,62.0,6203.0,30 a 34,13.2
6,62.0,6203.0,35 a 39,12.8
6,62.0,6203.0,40 a 44,12.2
6,62.0,6203.0,45 a 49,11.2
6,62.0,6203.0,50 a 54,10.6
6,62.0,6203.0,55 a 59,9.9
6,62.0,6203.0,60 a 64,9.1
6,62.0,6203.0,65 a 69,9.2
6,62.0,6203.0,70 a 74,7.9
6,62.0,6203.0,75 a 79,6.6
6,62.0,6203.0,80 a 84,5.8
6,62.0,6203.0,85 o más,4
6,62.0,6204.0,0 a 4,0
6,62.0,6204.0,5 a 9,1.5
6,62.0,6204.0,10 a 14,6
6,62.0,6204.0,15 a 19,10.5
6,62.0,6204.0,20 a 24,13
6,62.0,6204.0,25 a 29,13.4
6,62.0,6204.0,30 a 34,13
6,62.0,6204.0,35 a 39,12.7
6,62.0,6204.0,40 a 44,11.9
6,62.0,6204.0,45 a 49,10.6
6,62.0,6204.0,50 a 54,10.1
6,62.0,6204.0,55 a 59,9.3
6,62.0,6204.0,60 a 64,8.1
6,62.0,6204.0,65 a 69,8.3
6,62.0,6204.0,70 a 74,7.1
6,62.0,6204.0,75 a 79,5.9
6,62.0,6204.0,80 a 84,4.6
6,62.0,6204.0,85 o más,3.4
6,62.0,6205.0,0 a 4,0
6,62.0,6205.0,5 a 9,1.5
6,62.0,6205.0,10 a 14,5.9
6,62.0,6205.0,15 a 19,10.4
6,62.0,6205.0,20 a 24,12.6
6,62.0,6205.0,25 a 29,13.4
6,62.0,6205.0,30 a 34,14
6,62.0,6205.0,35 a 39,13.7
6,62.0,6205.0,40 a 44,13.2
6,62.0,6205.0,45 a 49,12.2
6,62.0,6205.0,50 a 54,11.1
6,62.0,6205.0,55 a 59,10.1
6,62.0,6205.0,60 a 64,9.3
6,62.0,6205.0,65 a 69,9
6,62.0,6205.0,70 a 74,8.3
6,62.0,6205.0,75 a 79,7.5
6,62.0,6205.0,80 a 84,6.3
6,62.0,6205.0,85 o más,5.5
6,62.0,6206.0,0 a 4,0
6,62.0,6206.0,5 a 9,1.3
6,62.0,6206.0,10 a 14,6.3
6,62.0,6206.0,15 a 19,10.4
6,62.0,6206.0,20 a 24,12.8
6,62.0,6206.0,25 a 29,13.2
6,62.0,6206.0,30 a 34,12.5
6,62.0,6206.0,35 a 39,12.3
6,62.0,6206.0,40 a 44,11.3
6,62.0,6206.0,45 a 49,9.8
6,62.0,6206.0,50 a 54,9.3
6,62.0,6206.0,55 a 59,8.6
6,62.0,6206.0,60 a 64,8.2
6,62.0,6206.0,65 a 69,7.3
6,62.0,6206.0,70 a 74,6.1
6,62.0,6206.0,75 a 79,4.8
6,62.0,6206.0,80 a 84,3.6
6,62.0,6206.0,85 o más,3.2
6,63.0,6301.0,0 a 4,0
6,63.0,6301.0,5 a 9,1.4
6,63.0,6301.0,10 a 14,6
6,63.0,6301.0,15 a 19,10.4
6,63.0,6301.0,20 a 24,12.7
6,63.0,6301.0,25 a 29,13.5
6,63.0,6301.0,30 a 34,13.5
6,63.0,6301.0,35 a 39,13.3
6,63.0,6301.0,40 a 44,12.9
6,63.0,6301.0,45 a 49,12.1
6,63.0,6301.0,50 a 54,11.6
6,63.0,6301.0,55 a 59,10.8
6,63.0,6301.0,60 a 64,10.5
6,63.0,6301.0,65 a 69,10.1
6,63.0,6301.0,70 a 74,9.4
6,63.0,6301.0,75 a 79,8.4
6,63.0,6301.0,80 a 84,7.5
6,63.0,6301.0,85 o más,7.3
6,63.0,6302.0,0 a 4,0
6,63.0,6302.0,5 a 9,1.5
6,63.0,6302.0,10 a 14,6
6,63.0,6302.0,15 a 19,10.7
6,63.0,6302.0,20 a 24,13.1
6,63.0,6302.0,25 a 29,13.2
6,63.0,6302.0,30 a 34,12.7
6,63.0,6302.0,35 a 39,12.2
6,63.0,6302.0,40 a 44,11
6,63.0,6302.0,45 a 49,10.5
6,63.0,6302.0,50 a 54,9.5
6,63.0,6302.0,55 a 59,8.7
6,63.0,6302.0,60 a 64,8.2
6,63.0,6302.0,65 a 69,7.5
6,63.0,6302.0,70 a 74,6.4
6,63.0,6302.0,75 a 79,5.2
6,63.0,6302.0,80 a 84,4.4
6,63.0,6302.0,85 o más,3.6
6,63.0,6303.0,0 a 4,0
6,63.0,6303.0,5 a 9,1.4
6,63.0,6303.0,10 a 14,6.1
6,63.0,6303.0,15 a 19,10.5
6,63.0,6303.0,20 a 24,12.7
6,63.0,6303.0,25 a 29,13.1
6,63.0,6303.0,30 a 34,12.8
6,63.0,6303.0,35 a 39,12.4
6,63.0,6303.0,40 a 44,11.5
6,63.0,6303.0,45 a 49,10.5
6,63.0,6303.0,50 a 54,9.9
6,63.0,6303.0,55 a 59,9
6,63.0,6303.0,60 a 64,8.3
6,63.0,6303.0,65 a 69,8
6,63.0,6303.0,70 a 74,7.1
6,63.0,6303.0,75 a 79,5.8
6,63.0,6303.0,80 a 84,5.3
6,63.0,6303.0,85 o más,4.7
6,63.0,6304.0,0 a 4,0
6,63.0,6304.0,5 a 9,1.6
6,63.0,6304.0,10 a 14,6.2
6,63.0,6304.0,15 a 19,10.6
6,63.0,6304.0,20 a 24,13.1
6,63.0,6304.0,25 a 29,13.2
6,63.0,6304.0,30 a 34,12.9
6,63.0,6304.0,35 a 39,12.3
6,63.0,6304.0,40 a 44,11.1
6,63.0,6304.0,45 a 49,10.5
6,63.0,6304.0,50 a 54,9.7
6,63.0,6304.0,55 a 59,8.8
6,63.0,6304.0,60 a 64,8
6,63.0,6304.0,65 a 69,8.1
6,63.0,6304.0,70 a 74,7.1
6,63.0,6304.0,75 a 79,5
6,63.0,6304.0,80 a 84,4.2
6,63.0,6304.0,85 o más,3.5
6,63.0,6305.0,0 a 4,0
6,63.0,6305.0,5 a 9,1.3
6,63.0,6305.0,10 a 14,6
6,63.0,6305.0,15 a 19,10.6
6,63.0,6305.0,20 a 24,12.6
6,63.0,6305.0,25 a 29,13.2
6,63.0,6305.0,30 a 34,12.8
6,63.0,6305.0,35 a 39,12.5
6,63.0,6305.0,40 a 44,11.8
6,63.0,6305.0,45 a 49,11
6,63.0,6305.0,50 a 54,10.3
6,63.0,6305.0,55 a 59,9.1
6,63.0,6305.0,60 a 64,8.6
6,63.0,6305.0,65 a 69,8.2
6,63.0,6305.0,70 a 74,7.3
6,63.0,6305.0,75 a 79,6
6,63.0,6305.0,80 a 84,5.1
6,63.0,6305.0,85 o más,4.3
6,63.0,6306.0,0 a 4,0
6,63.0,6306.0,5 a 9,1.5
6,63.0,6306.0,10 a 14,6.1
6,63.0,6306.0,15 a 19,10.6
6,63.0,6306.0,20 a 24,13.1
6,63.0,6306.0,25 a 29,13.2
6,63.0,6306.0,30 a 34,12.9
6,63.0,6306.0,35 a 39,12.5
6,63.0,6306.0,40 a 44,11.7
6,63.0,6306.0,45 a 49,10.5
6,63.0,6306.0,50 a 54,9.8
6,63.0,6306.0,55 a 59,8.9
6,63.0,6306.0,60 a 64,8.2
6,63.0,6306.0,65 a 69,7.8
6,63.0,6306.0,70 a 74,6.7
6,63.0,6306.0,75 a 79,5.1
6,63.0,6306.0,80 a 84,5
6,63.0,6306.0,85 o más,3.8
6,63.0,6307.0,0 a 4,0
6,63.0,6307.0,5 a 9,1.5
6,63.0,6307.0,10 a 14,6.2
6,63.0,6307.0,15 a 19,10.6
6,63.0,6307.0,20 a 24,13
6,63.0,6307.0,25 a 29,13.6
6,63.0,6307.0,30 a 34,13.2
6,63.0,6307.0,35 a 39,12.8
6,63.0,6307.0,40 a 44,12.3
6,63.0,6307.0,45 a 49,11.1
6,63.0,6307.0,50 a 54,10.3
6,63.0,6307.0,55 a 59,9.5
6,63.0,6307.0,60 a 64,8.6
6,63.0,6307.0,65 a 69,8.3
6,63.0,6307.0,70 a 74,7.1
6,63.0,6307.0,75 a 79,6.3
6,63.0,6307.0,80 a 84,4.7
6,63.0,6307.0,85 o más,4.3
6,63.0,6308.0,0 a 4,0
6,63.0,6308.0,5 a 9,1.4
6,63.0,6308.0,10 a 14,6.2
6,63.0,6308.0,15 a 19,10.8
6,63.0,6308.0,20 a 24,12.9
6,63.0,6308.0,25 a 29,13
6,63.0,6308.0,30 a 34,12.7
6,63.0,6308.0,35 a 39,12.3
6,63.0,6308.0,40 a 44,11.4
6,63.0,6308.0,45 a 49,10.9
6,63.0,6308.0,50 a 54,9.8
6,63.0,6308.0,55 a 59,9.2
6,63.0,6308.0,60 a 64,8.4
6,63.0,6308.0,65 a 69,8
6,63.0,6308.0,70 a 74,7.5
6,63.0,6308.0,75 a 79,5.9
6,63.0,6308.0,80 a 84,5.1
6,63.0,6308.0,85 o más,3.9
6,63.0,6309.0,0 a 4,0
6,63.0,6309.0,5 a 9,1.5
6,63.0,6309.0,10 a 14,6.2
6,63.0,6309.0,15 a 19,10.6
6,63.0,6309.0,20 a 24,12.7
6,63.0,6309.0,25 a 29,13.6
6,63.0,6309.0,30 a 34,12.6
6,63.0,6309.0,35 a 39,12.7
6,63.0,6309.0,40 a 44,11.5
6,63.0,6309.0,45 a 49,10.4
6,63.0,6309.0,50 a 54,10.1
6,63.0,6309.0,55 a 59,9.1
6,63.0,6309.0,60 a 64,8.3
6,63.0,6309.0,65 a 69,7.9
6,63.0,6309.0,70 a 74,7.1
6,63.0,6309.0,75 a 79,6.1
6,63.0,6309.0,80 a 84,5
6,63.0,6309.0,85 o más,3.3
6,63.0,6310.0,0 a 4,0
6,63.0,6310.0,5 a 9,1.4
6,63.0,6310.0,10 a 14,6
6,63.0,6310.0,15 a 19,10.6
6,63.0,6310.0,20 a 24,12.8
6,63.0,6310.0,25 a 29,13.7
6,63.0,6310.0,30 a 34,13.5
6,63.0,6310.0,35 a 39,13.3
6,63.0,6310.0,40 a 44,12.6
6,63.0,6310.0,45 a 49,11.9
6,63.0,6310.0,50 a 54,10.9
6,63.0,6310.0,55 a 59,10.2
6,63.0,6310.0,60 a 64,9.8
6,63.0,6310.0,65 a 69,9.4
6,63.0,6310.0,70 a 74,8.5
6,63.0,6310.0,75 a 79,7.3
6,63.0,6310.0,80 a 84,6.1
6,63.0,6310.0,85 o más,5.2
7,71.0,7101.0,0 a 4,0
7,71.0,7101.0,5 a 9,1.4
7,71.0,7101.0,10 a 14,6
7,71.0,7101.0,15 a 19,10.8
7,71.0,7101.0,20 a 24,13.5
7,71.0,7101.0,25 a 29,14.3
7,71.0,7101.0,30 a 34,14.3
7,71.0,7101.0,35 a 39,14.2
7,71.0,7101.0,40 a 44,13.6
7,71.0,7101.0,45 a 49,12.9
7,71.0,7101.0,50 a 54,12.2
7,71.0,7101.0,55 a 59,11.3
7,71.0,7101.0,60 a 64,10.8
7,71.0,7101.0,65 a 69,10.5
7,71.0,7101.0,70 a 74,10
7,71.0,7101.0,75 a 79,8.9
7,71.0,7101.0,80 a 84,8
7,71.0,7101.0,85 o más,7.3
7,71.0,7102.0,0 a 4,0
7,71.0,7102.0,5 a 9,1.5
7,71.0,7102.0,10 a 14,6
7,71.0,7102.0,15 a 19,10.4
7,71.0,7102.0,20 a 24,12.6
7,71.0,7102.0,25 a 29,12.9
7,71.0,7102.0,30 a 34,12.9
7,71.0,7102.0,35 a 39,12.5
7,71.0,7102.0,40 a 44,11.9
7,71.0,7102.0,45 a 49,11
7,71.0,7102.0,50 a 54,10.5
7,71.0,7102.0,55 a 59,9.8
7,71.0,7102.0,60 a 64,9.2
7,71.0,7102.0,65 a 69,8.7
7,71.0,7102.0,70 a 74,8.2
7,71.0,7102.0,75 a 79,6.7
7,71.0,7102.0,80 a 84,6.1
7,71.0,7102.0,85 o más,5.5
7,71.0,7103.0,0 a 4,0
7,71.0,7103.0,5 a 9,1.5
7,71.0,7103.0,10 a 14,6.1
7,71.0,7103.0,15 a 19,10.6
7,71.0,7103.0,20 a 24,12.9
7,71.0,7103.0,25 a 29,13.6
7,71.0,7103.0,30 a 34,12.9
7,71.0,7103.0,35 a 39,12
7,71.0,7103.0,40 a 44,11.1
7,71.0,7103.0,45 a 49,10
7,71.0,7103.0,50 a 54,9.2
7,71.0,7103.0,55 a 59,8.6
7,71.0,7103.0,60 a 64,7.9
7,71.0,7103.0,65 a 69,7.4
7,71.0,7103.0,70 a 74,6.2
7,71.0,7103.0,75 a 79,6
7,71.0,7103.0,80 a 84,4.5
7,71.0,7103.0,85 o más,4.2
7,71.0,7104.0,0 a 4,0
7,71.0,7104.0,5 a 9,1.4
7,71.0,7104.0,10 a 14,6.2
7,71.0,7104.0,15 a 19,10.4
7,71.0,7104.0,20 a 24,12.9
7,71.0,7104.0,25 a 29,12.7
7,71.0,7104.0,30 a 34,12.5
7,71.0,7104.0,35 a 39,11.5
7,71.0,7104.0,40 a 44,10.6
7,71.0,7104.0,45 a 49,9.6
7,71.0,7104.0,50 a 54,8.9
7,71.0,7104.0,55 a 59,8
7,71.0,7104.0,60 a 64,7.3
7,71.0,7104.0,65 a 69,6
7,71.0,7104.0,70 a 74,4.7
7,71.0,7104.0,75 a 79,3.8
7,71.0,7104.0,80 a 84,3.1
7,71.0,7104.0,85 o más,2.5
7,71.0,7105.0,0 a 4,0
7,71.0,7105.0,5 a 9,1.4
7,71.0,7105.0,10 a 14,6.1
7,71.0,7105.0,15 a 19,10.6
7,71.0,7105.0,20 a 24,13.2
7,71.0,7105.0,25 a 29,13.7
7,71.0,7105.0,30 a 34,13.7
7,71.0,7105.0,35 a 39,13.6
7,71.0,7105.0,40 a 44,13
7,71.0,7105.0,45 a 49,12.1
7,71.0,7105.0,50 a 54,11.2
7,71.0,7105.0,55 a 59,10.1
7,71.0,7105.0,60 a 64,9.6
7,71.0,7105.0,65 a 69,8.9
7,71.0,7105.0,70 a 74,8.1
7,71.0,7105.0,75 a 79,6.9
7,71.0,7105.0,80 a 84,6.5
7,71.0,7105.0,85 o más,5.2
7,71.0,7106.0,0 a 4,0
7,71.0,7106.0,5 a 9,1.6
7,71.0,7106.0,10 a 14,6.1
7,71.0,7106.0,15 a 19,10.7
7,71.0,7106.0,20 a 24,13.1
7,71.0,7106.0,25 a 29,13.3
7,71.0,7106.0,30 a 34,12.8
7,71.0,7106.0,35 a 39,12.4
7,71.0,7106.0,40 a 44,11.9
7,71.0,7106.0,45 a 49,10.6
7,71.0,7106.0,50 a 54,9.5
7,71.0,7106.0,55 a 59,9
7,71.0,7106.0,60 a 64,8.2
7,71.0,7106.0,65 a 69,8
7,71.0,7106.0,70 a 74,6.9
7,71.0,7106.0,75 a 79,5.4
7,71.0,7106.0,80 a 84,5.1
7,71.0,7106.0,85 o más,3.5
7,71.0,7107.0,0 a 4,0
7,71.0,7107.0,5 a 9,1.4
7,71.0,7107.0,10 a 14,6.2
7,71.0,7107.0,15 a 19,10.7
7,71.0,7107.0,20 a 24,13.3
7,71.0,7107.0,25 a 29,13.4
7,71.0,7107.0,30 a 34,12.6
7,71.0,7107.0,35 a 39,12.3
7,71.0,7107.0,40 a 44,11.6
7,71.0,7107.0,45 a 49,10.7
7,71.0,7107.0,50 a 54,10
7,71.0,7107.0,55 a 59,9.2
7,71.0,7107.0,60 a 64,8.4
7,71.0,7107.0,65 a 69,7.6
7,71.0,7107.0,70 a 74,6.4
7,71.0,7107.0,75 a 79,5.4
7,71.0,7107.0,80 a 84,3.7
7,71.0,7107.0,85 o más,3.9
7,71.0,7108.0,0 a 4,0
7,71.0,7108.0,5 a 9,1.7
7,71.0,7108.0,10 a 14,6.3
7,71.0,7108.0,15 a 19,10.6
7,71.0,7108.0,20 a 24,12.6
7,71.0,7108.0,25 a 29,12.9
7,71.0,7108.0,30 a 34,12.5
7,71.0,7108.0,35 a 39,11.7
7,71.0,7108.0,40 a 44,11.1
7,71.0,7108.0,45 a 49,9.8
7,71.0,7108.0,50 a 54,8.9
7,71.0,7108.0,55 a 59,8.4
7,71.0,7108.0,60 a 64,7.8
7,71.0,7108.0,65 a 69,7.4
7,71.0,7108.0,70 a 74,5.9
7,71.0,7108.0,75 a 79,4.8
7,71.0,7108.0,80 a 84,3.8
7,71.0,7108.0,85 o más,2.4
7,71.0,7109.0,0 a 4,0
7,71.0,7109.0,5 a 9,1.4
7,71.0,7109.0,10 a 14,6
7,71.0,7109.0,15 a 19,10.7
7,71.0,7109.0,20 a 24,12.9
7,71.0,7109.0,25 a 29,13
7,71.0,7109.0,30 a 34,12.6
7,71.0,7109.0,35 a 39,12
7,71.0,7109.0,40 a 44,11.1
7,71.0,7109.0,45 a 49,10.3
7,71.0,7109.0,50 a 54,9.5
7,71.0,7109.0,55 a 59,8.6
7,71.0,7109.0,60 a 64,8.2
7,71.0,7109.0,65 a 69,7.8
7,71.0,7109.0,70 a 74,6.7
7,71.0,7109.0,75 a 79,5.3
7,71.0,7109.0,80 a 84,4.7
7,71.0,7109.0,85 o más,3.8
7,71.0,7110.0,0 a 4,0
7,71.0,7110.0,5 a 9,1.5
7,71.0,7110.0,10 a 14,6
7,71.0,7110.0,15 a 19,10.7
7,71.0,7110.0,20 a 24,12.8
7,71.0,7110.0,25 a 29,13.3
7,71.0,7110.0,30 a 34,12.7
7,71.0,7110.0,35 a 39,12.3
7,71.0,7110.0,40 a 44,11.6
7,71.0,7110.0,45 a 49,10.8
7,71.0,7110.0,50 a 54,9.8
7,71.0,7110.0,55 a 59,9.1
7,71.0,7110.0,60 a 64,8.6
7,71.0,7110.0,65 a 69,8
7,71.0,7110.0,70 a 74,6.8
7,71.0,7110.0,75 a 79,5.6
7,71.0,7110.0,80 a 84,3.9
7,71.0,7110.0,85 o más,4.7
7,72.0,7201.0,0 a 4,0
7,72.0,7201.0,5 a 9,1.5
7,72.0,7201.0,10 a 14,6.2
7,72.0,7201.0,15 a 19,10.6
7,72.0,7201.0,20 a 24,12.9
7,72.0,7201.0,25 a 29,13.2
7,72.0,7201.0,30 a 34,13.2
7,72.0,7201.0,35 a 39,12.8
7,72.0,7201.0,40 a 44,11.7
7,72.0,7201.0,45 a 49,10.9
7,72.0,7201.0,50 a 54,10.1
7,72.0,7201.0,55 a 59,9.5
7,72.0,7201.0,60 a 64,9.2
7,72.0,7201.0,65 a 69,9
7,72.0,7201.0,70 a 74,8
7,72.0,7201.0,75 a 79,7
7,72.0,7201.0,80 a 84,5.7
7,72.0,7201.0,85 o más,5.3
7,72.0,7202.0,0 a 4,0
7,72.0,7202.0,5 a 9,1.4
7,72.0,7202.0,10 a 14,6.1
7,72.0,7202.0,15 a 19,10.6
7,72.0,7202.0,20 a 24,12.8
7,72.0,7202.0,25 a 29,12.9
7,72.0,7202.0,30 a 34,12.2
7,72.0,7202.0,35 a 39,11.7
7,72.0,7202.0,40 a 44,10.7
7,72.0,7202.0,45 a 49,9.3
7,72.0,7202.0,50 a 54,9.1
7,72.0,7202.0,55 a 59,8.3
7,72.0,7202.0,60 a 64,8
7,72.0,7202.0,65 a 69,7.5
7,72.0,7202.0,70 a 74,6.9
7,72.0,7202.0,75 a 79,5.7
7,72.0,7202.0,80 a 84,4.8
7,72.0,7202.0,85 o más,3.7
7,72.0,7203.0,0 a 4,0
7,72.0,7203.0,5 a 9,1.5
7,72.0,7203.0,10 a 14,6
7,72.0,7203.0,15 a 19,10.5
7,72.0,7203.0,20 a 24,12.8
7,72.0,7203.0,25 a 29,13.7
7,72.0,7203.0,30 a 34,13.5
7,72.0,7203.0,35 a 39,13
7,72.0,7203.0,40 a 44,11.9
7,72.0,7203.0,45 a 49,10.4
7,72.0,7203.0,50 a 54,10.1
7,72.0,7203.0,55 a 59,9.5
7,72.0,7203.0,60 a 64,9.6
7,72.0,7203.0,65 a 69,10.1
7,72.0,7203.0,70 a 74,8.6
7,72.0,7203.0,75 a 79,7.5
7,72.0,7203.0,80 a 84,6.2
7,72.0,7203.0,85 o más,5.1
7,73.0,7301.0,0 a 4,0
7,73.0,7301.0,5 a 9,1.4
7,73.0,7301.0,10 a 14,6
7,73.0,7301.0,15 a 19,10.5
7,73.0,7301.0,20 a 24,13.1
7,73.0,7301.0,25 a 29,13.8
7,73.0,7301.0,30 a 34,13.9
7,73.0,7301.0,35 a 39,13.5
7,73.0,7301.0,40 a 44,12.9
7,73.0,7301.0,45 a 49,12.2
7,73.0,7301.0,50 a 54,11.4
7,73.0,7301.0,55 a 59,10.5
7,73.0,7301.0,60 a 64,10.1
7,73.0,7301.0,65 a 69,9.7
7,73.0,7301.0,70 a 74,8.9
7,73.0,7301.0,75 a 79,7.9
7,73.0,7301.0,80 a 84,6.9
7,73.0,7301.0,85 o más,6.6
7,73.0,7302.0,0 a 4,0
7,73.0,7302.0,5 a 9,1.4
7,73.0,7302.0,10 a 14,5.9
7,73.0,7302.0,15 a 19,10.5
7,73.0,7302.0,20 a 24,13.3
7,73.0,7302.0,25 a 29,13.7
7,73.0,7302.0,30 a 34,13.4
7,73.0,7302.0,35 a 39,12.8
7,73.0,7302.0,40 a 44,11.7
7,73.0,7302.0,45 a 49,10.7
7,73.0,7302.0,50 a 54,9.8
7,73.0,7302.0,55 a 59,8.9
7,73.0,7302.0,60 a 64,7.8
7,73.0,7302.0,65 a 69,7.5
7,73.0,7302.0,70 a 74,6.4
7,73.0,7302.0,75 a 79,5.1
7,73.0,7302.0,80 a 84,3.9
7,73.0,7302.0,85 o más,3.6
7,73.0,7303.0,0 a 4,0
7,73.0,7303.0,5 a 9,1.4
7,73.0,7303.0,10 a 14,6.3
7,73.0,7303.0,15 a 19,10.5
7,73.0,7303.0,20 a 24,13.2
7,73.0,7303.0,25 a 29,13.9
7,73.0,7303.0,30 a 34,13.6
7,73.0,7303.0,35 a 39,13.3
7,73.0,7303.0,40 a 44,12.2
7,73.0,7303.0,45 a 49,11.3
7,73.0,7303.0,50 a 54,10.4
7,73.0,7303.0,55 a 59,9.6
7,73.0,7303.0,60 a 64,8.7
7,73.0,7303.0,65 a 69,8.3
7,73.0,7303.0,70 a 74,8.1
7,73.0,7303.0,75 a 79,6.6
7,73.0,7303.0,80 a 84,5.6
7,73.0,7303.0,85 o más,4.7
7,73.0,7304.0,0 a 4,0
7,73.0,7304.0,5 a 9,1.5
7,73.0,7304.0,10 a 14,6.1
7,73.0,7304.0,15 a 19,10.5
7,73.0,7304.0,20 a 24,12.9
7,73.0,7304.0,25 a 29,13.2
7,73.0,7304.0,30 a 34,12.9
7,73.0,7304.0,35 a 39,12.5
7,73.0,7304.0,40 a 44,11.8
7,73.0,7304.0,45 a 49,11
7,73.0,7304.0,50 a 54,10.3
7,73.0,7304.0,55 a 59,9.3
7,73.0,7304.0,60 a 64,8.7
7,73.0,7304.0,65 a 69,8.5
7,73.0,7304.0,70 a 74,7.7
7,73.0,7304.0,75 a 79,6.5
7,73.0,7304.0,80 a 84,5.6
7,73.0,7304.0,85 o más,4.8
7,73.0,7305.0,0 a 4,0
7,73.0,7305.0,5 a 9,1.3
7,73.0,7305.0,10 a 14,6.1
7,73.0,7305.0,15 a 19,10.6
7,73.0,7305.0,20 a 24,12.9
7,73.0,7305.0,25 a 29,13.3
7,73.0,7305.0,30 a 34,13
7,73.0,7305.0,35 a 39,12.5
7,73.0,7305.0,40 a 44,11.6
7,73.0,7305.0,45 a 49,10.8
7,73.0,7305.0,50 a 54,9.6
7,73.0,7305.0,55 a 59,8.7
7,73.0,7305.0,60 a 64,8
7,73.0,7305.0,65 a 69,7.4
7,73.0,7305.0,70 a 74,7
7,73.0,7305.0,75 a 79,5.7
7,73.0,7305.0,80 a 84,4.8
7,73.0,7305.0,85 o más,3.6
7,73.0,7306.0,0 a 4,0
7,73.0,7306.0,5 a 9,1.5
7,73.0,7306.0,10 a 14,6
7,73.0,7306.0,15 a 19,10.7
7,73.0,7306.0,20 a 24,12.9
7,73.0,7306.0,25 a 29,13.2
7,73.0,7306.0,30 a 34,13
7,73.0,7306.0,35 a 39,12.4
7,73.0,7306.0,40 a 44,11.9
7,73.0,7306.0,45 a 49,10.6
7,73.0,7306.0,50 a 54,9.7
7,73.0,7306.0,55 a 59,8.9
7,73.0,7306.0,60 a 64,8.5
7,73.0,7306.0,65 a 69,7.9
7,73.0,7306.0,70 a 74,6.8
7,73.0,7306.0,75 a 79,5.9
7,73.0,7306.0,80 a 84,5.3
7,73.0,7306.0,85 o más,4.8
7,73.0,7307.0,0 a 4,0
7,73.0,7307.0,5 a 9,1.4
7,73.0,7307.0,10 a 14,6.1
7,73.0,7307.0,15 a 19,10.7
7,73.0,7307.0,20 a 24,13
7,73.0,7307.0,25 a 29,13.3
7,73.0,7307.0,30 a 34,12.7
7,73.0,7307.0,35 a 39,12
7,73.0,7307.0,40 a 44,11.2
7,73.0,7307.0,45 a 49,10
